no,filename,product,category,kind,in_stock,group,prompt
141,lcgbx2joint.jpg,LCG BX 2 Joint,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
142,lemonsoapjoint.jpg,Lemon Soap Joint,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
143,livity420sparklingwineabv6thc3.jpg,Livity420 Sparkling Wine Abv6% Thc3%,Drink,drink,YES,A-missing,"Livity420 Sparkling Wine Abv6% Thc3% served in the glass it belongs in, condensation on the glass, garnish if it has one, fresh and cold. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
144,rawclassicsize14.jpg,Raw Classic Size 1/4,Accessories,gear,YES,A-missing,"Raw Classic Size 1/4, a piece of smoking equipment, standing upright with its material and finish clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
145,sanenicotinepouches4mg.jpg,Sane Nicotine Pouches 4 mg,Nicotine,nicotine,YES,A-missing,"Sane Nicotine Pouches 4 mg standing upright, its shape and proportions clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
146,sourbeltdevourgummies3000mg.jpg,Sour Belt devour Gummies 3000 Mg,Edible,edible,YES,A-missing,"Sour Belt devour Gummies 3000 Mg, a cannabis edible, on a small dark slate plate with a few pieces arranged so the texture reads clearly. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
147,superlemonhazejoint.jpg,super lemon haze joint,Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground bright lime-green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
148,weedforrolljointreview.jpg,weed for roll joint review ( inventory ),Pre-Roll,preroll,YES,A-missing,"a single cannabis pre-roll joint at a slight diagonal, unlit, clean white paper with a neat tip, a small mound of freshly ground green flower beside it. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
149,auracldaycbg100mgcbd500mg.jpg,Auracl Day [cbg 100mg/cbd 500mg],CBD,cbd,YES,A-missing,"Auracl Day [cbg 100mg/cbd 500mg], a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
150,cannabisoil2mgsalus.jpg,Cannabis oil 2mg salus,CBD,cbd,YES,A-missing,"Cannabis oil 2mg salus, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
151,cannopicbdbotanicalhandbodywash285ml.jpg,Cannopi  cbd botanical hand&body wash 285 ml.,CBD,cbd,YES,A-missing,"Cannopi  cbd botanical hand&body wash 285 ml., a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
152,cannopicbdserenepillowmist100ml.jpg,Cannopi cbd serene pillow mist 100ml,CBD,cbd,YES,A-missing,"Cannopi cbd serene pillow mist 100ml, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
153,cbdauracl.jpg,CBD Auracl,CBD,cbd,YES,A-missing,"CBD Auracl, a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
154,cbdbalancearomamassagebodyoil200ml.jpg,cbd balance aroma massage& body oil 200ml.,,cbd,YES,A-missing,"cbd balance aroma massage& body oil 200ml., a CBD wellness product, standing upright with its form clearly readable. Shoot it like a premium dispensary product photograph: the subject centred on a matte charcoal-black surface, a single soft light from the upper left, a faint green rim light along one edge, deep shadows, shallow depth of field, the subject filling the frame. Square 1:1. Photorealistic. No text, no lettering, no logos, no packaging branding, no hands, no people, no watermark."
